A,e,simulation
0.00019131346188,0.5230364282,652
0.0014521066397,0.9679305531,653
0.00025192994804,0.8405556186,654
0.00057691611536,0.9899886641,655
0.0012439651436,0.771825362,656
0.00076019323846,0.9499747975,657
1.5684744592e-05,0.9943579007,658
0.00059475816078,0.2041383079,659
0.00031834324018,0.9511352601,660
3.2818870126e-05,0.2933769288,661
0.00013975697433,0.7849145198,662
1.397880515e-05,0.5359915251,663
0.0013213793473,0.5906950909,664
0.0049649859415,0.6267616679,665
0.00016957585586,0.7227623915,666
0.00021318875278,0.8416324344,667
0.0014428940728,0.672732783,668
9.1822373538e-05,0.6168984185,669
0.0003694319902,0.3806433113,670
0.0023585335951,0.8399750923,671
1.2736783876e-05,0.6047488656,672
0.00032985807848,0.529250649,673
9.074347032e-06,0.5512725538,674
0.0011336149044,0.8359776482,675
3.3942572829e-06,0.6320185955,676
2.6348100676e-06,0.5407911922,677
0.00043359178056,0.8254670394,678
1.7749522675e-06,0.8407976921,679
0.00019833278952,0.8993105665,680
0.002275627988,0.4343819495,681
0.00049320091024,0.7872937722,682
0.0009481765092,0.9991592507,683
0.002723311458,0.8131173294,684
0.00055238802307,0.435074765,685
0.00011854360485,0.5881134074,686
5.4533526136e-06,0.9175942975,687
0.0010368433543,0.779111797,688
0.00064844074171,0.7341816777,689
0.0031875417961,0.9331752755,690
8.1820889978e-05,0.9589290196,691
0.0013838993706,0.8438611086,692
1.4806520202e-05,0.6603876402,693
7.605641357e-05,0.6489472687,694
2.6520299827e-05,0.9248301485,695
2.3003771923e-05,0.9454745456,696
0.00045395797651,0.9647342819,697
3.8625877852e-07,0.6289556177,698
3.3941435374e-05,0.917661932,699
0.00070608996097,0.9863065797,700
0.00069968342607,0.7061994607,701
0.00032269253757,0.7295129596,702
0.00026248682472,0.7830500031,703
1.7223346001e-06,0.9669491114,704
0.00050487257673,0.4648717848,705
0.0040372025729,0.8478641732,706
0.001251753015,0.6726520018,707
5.7267352649e-05,0.898470612,708
1.4293963988e-05,0.5298521637,709
0.00010964959454,0.6098581157,710
0.0005547402863,0.689582865,711
0.00011317709819,0.4386267698,712
0.0010614166262,0.3497748413,713
9.208123536e-05,0.8550587847,714
0.00047753203623,0.6107073285,715
0.001154602181,0.8594679749,716
0.00066677086408,0.9336571347,717
0.00061751421512,0.8733113071,718
0.00098513843183,0.6711073924,719
7.6129789002e-05,0.2464363384,720
2.2746889703e-06,0.6626068469,721
0.0005218381347,0.8812162331,722
9.1535136132e-05,0.8057067937,723
0.00046436353913,0.2279279091,724
0.0017924862294,0.7251397393,725
1.8167879236e-05,0.5800776869,726
3.2088098915e-05,0.386219089,727
4.9423374229e-06,0.9146158229,728
2.562707257e-05,0.901432031,729
9.1877434028e-06,0.9923465948,730
0.0023907126351,0.0372727015,731
0.00022885145103,0.835853886,732
7.1636239058e-06,0.7076408047,733
6.7365779529e-05,0.9928873597,734
7.0610402317e-05,0.4851101043,735
0.00056414882848,0.6651859695,736
1.1536561969e-05,0.7629467922,737
0.00014208431466,0.3762239215,738
0.0011601131097,0.6066226986,739
2.0385138764e-05,0.9089068209,740
0.00030802831857,0.9736014454,741
0.00015174551937,0.4094306074,742
0.00052350572201,0.8443551456,743
1.2719108932e-05,0.6402452584,744
0.0044187300872,0.9020879795,745
6.4119972195e-06,0.6410530011,746
0.00019212079181,0.8248148825,747
6.0003801593e-05,0.896081476,748
0.0011511721647,0.5004877185,749
8.3165886933e-06,0.6497715678,750
0.00010062893958,0.9638935764,751
2.7657826604e-05,0.831444924,752
0.00057276925265,0.4506320273,753
1.4056238815e-06,0.8780943971,754
1.080013145e-06,0.7363642974,755
0.0005127592272,0.9240804052,756
